"inhibs_rojo";"num_torres_rojo";"num_torres_azul";"DamageObjectives_rojo";"inhibs_azul";"DamageObjectives_azul";"kda_adc_rojo";"kda_jng_rojo";"kda_mid_azul";"kda_jng_azul";"kda_mid_rojo";"num_nashors_rojo";"kda_sup_azul";"kda_sup_rojo";"kda_adc_azul";"num_asesinatos_rojo";"kda_top_rojo";"kda_top_azul";"num_asesinatos_azul";"num_nashors_azul";"num_dragones_rojo";"num_dragones_azul";"double_k_rojo";"diff_oro_al_15";"diferencia_exp";"oro_al_15_rojo";"double_k_azul";"cura_rojo";"oro_al_15_azul";"cura_azul";"gana_azul"
0;2;9;924,324324324324;2;2462,16216216216;2;2;14;10;0;0;2,33333333333333;0,666666666666667;9;5;0,5;14;20;1;1;4;0;1200;1600;22500;0;445,135135135135;23700;728,378378378378;"si"
0;3;9;985,714285714286;1;2308,57142857143;2;2,5;15;18;1,66666666666667;0;4,25;1,5;5,66666666666667;11;1;3,66666666666667;22;1;1;4;0;588;-75;24400;3;902,342857142857;25000;979,257142857143;"si"
0;3;9;1494,11764705882;1;2214,70588235294;4;3;14;11;0,285714285714286;0;13;1;10;6;1,25;2,33333333333333;18;2;2;2;0;-1700;-1181;23500;1;909,941176470588;21800;932,352941176471;"si"
3;11;2;2420;0;886,666666666667;17;3;0,75;2;3,5;1;0,333333333333333;11;6;19;6;1,5;8;0;4;0;0;-3600;-4074;28000;0;1034,03333333333;24400;588,533333333333;"no"
1;9;2;2568,75;0;1196,875;3;10;0,5;1;11;1;0,666666666666667;6;1;13;4;2;4;0;5;0;1;-435;-2088;24800;0;1150,59375;24400;768,34375;"no"
0;2;11;977,142857142857;3;2714,28571428571;1;1,33333333333333;11;9;1,5;0;12;1;13;4;1,5;6;13;1;1;4;0;3300;2677;22100;1;852,2;25400;1343,42857142857;"si"
1;8;6;1482,35294117647;0;2008,82352941176;10;3,33333333333333;2;3;7;1;1,33333333333333;11;5;11;9;2;6;0;3;2;1;1800;205;22600;0;1411,20588235294;24400;792,441176470588;"no"
1;7;3;1813,88888888889;0;1708,33333333333;14;16;3,33333333333333;2;6,5;0;1,5;2,2;3;18;4;8;11;0;4;1;1;889;528;25300;1;1445,94444444444;26200;912,277777777778;"no"
0;3;11;1353,57142857143;3;2050;0,2;0,5;15;16;1;0;14;0,5;17;2;0,166666666666667;13;20;1;2;2;0;3000;1607;22300;4;543,178571428571;25300;701,142857142857;"si"
0;2;10;1228,57142857143;2;2638,09523809524;7;4,5;4,5;1,66666666666667;3;0;3;2,25;10;11;1,25;10;14;1;4;2;0;-1300;-1022;24000;1;670,619047619048;22700;729,785714285714;"si"
0;1;9;1209,09090909091;1;2163,63636363636;1,25;0,75;9;9;2,5;0;3,5;2,5;6;6;1;6;14;1;2;2;1;-214;-1340;23300;1;486,030303030303;23100;1164,9696969697;"si"
1;7;3;2533,33333333333;0;1661,11111111111;13;9;4;0,75;11;1;1;3,33333333333333;0,75;15;10;2;6;0;4;2;1;59;-809;23600;0;1079,52777777778;23700;800,777777777778;"no"
1;10;3;2256,25;0;1268,75;14;13;2;4;1,75;1;1,5;6;3,33333333333333;17;2,2;2,66666666666667;12;0;4;0;1;1200;-339;24000;0;897,75;25200;1368,3125;"no"
1;9;5;3529,41176470588;0;1454,90196078431;6,5;11;1,5;1;4;3;1,25;6;4,5;14;3,66666666666667;7;10;0;5;4;2;-971;-605;24700;1;1299,33333333333;23700;1218,47058823529;"no"
1;7;3;1796,2962962963;0;1444,44444444444;15;10;1,66666666666667;2;10;1;0,666666666666667;5;0,75;16;8;0,75;5;0;1;2;2;158;-1732;23400;0;859,592592592593;23600;921,444444444444;"no"
2;10;1;3391,66666666667;0;783,333333333333;10;10;0,25;1;12;1;1;12;0;16;2;3;3;0;2;1;0;-3600;-2967;27100;1;661;23500;618,916666666667;"no"
0;1;10;1225,8064516129;4;3035,48387096774;2,25;3;4;2;1,25;1;12;2,5;13;10;1,5;2,33333333333333;19;1;1;4;0;2900;2223;22700;2;745,129032258065;25600;1066,32258064516;"si"
3;11;6;2612,12121212121;0;1833,33333333333;8;4;0,666666666666667;0,75;9;1;1;8;1;13;8;1;4;1;3;2;1;-403;-955;24600;0;1809,48484848485;24200;1336,24242424242;"no"
0;0;10;533,333333333333;4;2329,62962962963;1,6;2,5;6;5,5;1,4;0;6;2,5;5,66666666666667;11;2,66666666666667;13;21;0;0;4;0;3700;1898;22700;4;823,666666666667;26400;2430,44444444444;"si"
3;11;1;2776,47058823529;0;976,470588235294;8;4,5;0,5;0,5;8;1;4;9;1,33333333333333;10;3;2;4;0;4;1;0;-5300;-1453;26600;0;798,205882352941;21300;885,058823529412;"no"
1;9;2;2896,42857142857;0;1253,57142857143;12;7,5;6;1,2;7;1;1,4;6,5;1,25;17;6,5;4;9;0;4;1;1;-2900;-2361;27300;0;822,392857142857;24400;765,607142857143;"no"
0;2;11;750;4;1461,53846153846;3;1,25;16;5,5;1;0;6,5;1;6,5;8;0,5;6,5;19;0;1;0;1;2900;1440;22000;1;505,269230769231;24900;699,307692307692;"si"
2;10;3;3290,32258064516;0;2000;9;2,66666666666667;0,75;3;10;1;0,666666666666667;4;1;17;3,5;1,5;7;0;5;0;2;1900;-691;24300;0;1536,38709677419;26200;484,612903225806;"no"
1;8;2;2903,57142857143;0;914,285714285714;6,5;3,66666666666667;1;2;16;1;2,33333333333333;3,66666666666667;2;20;2,66666666666667;1,2;12;0;4;0;2;-3900;-2083;28300;0;1096,92857142857;24400;546,607142857143;"no"
0;2;10;670,588235294118;1;2708,82352941176;0,5;0;11;11;1;0;10;0;10;2;0;15;16;1;1;3;0;2200;642;21700;2;1105,70588235294;23900;1573,64705882353;"si"
2;10;3;1886,66666666667;0;2357,77777777778;10;2,66666666666667;5;2;1,75;2;5,5;5,5;9;11;9;2;11;1;2;5;0;-1000;-2135;24000;1;1610,57777777778;23000;1515,08888888889;"no"
0;4;11;783,870967741935;3;2719,35483870968;1,33333333333333;2,5;6,5;13;0,8;0;8,5;1,5;16;7;0,6;6;19;1;2;3;0;-3000;-2289;25300;1;614,903225806452;22300;989,645161290323;"si"
1;9;2;2923,33333333333;0;330;7,5;6,5;0,75;1,2;13;1;2,5;3,75;2,33333333333333;20;15;2;10;0;4;0;2;-1700;-2171;24400;1;514,933333333333;22700;1080,4;"no"
0;6;10;1878,0487804878;2;2631,70731707317;2,33333333333333;1,75;2,25;11;1;1;8,5;0,666666666666667;16;8;1,5;10;19;2;4;3;0;-1400;661;23900;3;735,024390243902;23200;948;"si"
0;5;8;1611,42857142857;1;1880;2;1,66666666666667;14;5;2;1;13;1,66666666666667;12;7;1,25;4,5;15;0;3;2;0;-2000;-889;25200;3;631,171428571429;23200;1146,22857142857;"si"
0;4;9;1472,34042553191;1;2578,72340425532;9;4;2,25;3,5;3,66666666666667;0;2;2,33333333333333;4,5;13;7;3;10;2;4;4;0;-930;776;24300;1;904,212765957447;23400;988,489361702128;"si"
0;2;11;862,162162162162;3;2908,10810810811;1;1;9;15;1;0;14;0,5;3,66666666666667;5;0;13;16;2;3;3;0;3100;1893;22000;0;1685,64864864865;25100;1458,45945945946;"si"
3;11;3;2881,25;0;1053,125;17;7,5;1;1;15;1;0,75;6,5;0,5;21;8,5;0,5;5;0;3;2;1;171;-1416;23900;0;2254,75;24100;454,78125;"no"
0;2;10;817,241379310345;2;2872,41379310345;1,5;1,33333333333333;9;18;0,571428571428571;0;15;1;15;8;1,25;3;23;1;0;4;0;756;3286;24500;2;517,103448275862;25300;1346,34482758621;"si"
2;10;3;2925,8064516129;0;941,935483870968;8;6;0,5;3;10;1;0,75;8;1;12;4;0,5;3;0;4;1;2;-1700;-875;24300;1;1168,58064516129;22600;497,903225806452;"no"
4;11;3;3011,53846153846;0;850;10;5;0,833333333333333;1,66666666666667;5,5;1;3;11;5;15;5;1,66666666666667;8;0;3;1;1;-4500;-1368;27100;1;495,307692307692;22600;798,615384615385;"no"
3;11;4;3646,66666666667;0;1056,66666666667;7,5;16;1;1,5;8,5;2;0,444444444444444;20;2,33333333333333;24;4,33333333333333;1,25;8;0;5;0;2;-668;1242;26800;0;710,9;26100;512,633333333333;"no"
3;10;9;2671,42857142857;3;2259,52380952381;9,5;14;0,833333333333333;1;4,66666666666667;3;0,666666666666667;7;1,75;27;16;1,25;8;1;4;2;1;678;-140;24100;0;1792,45238095238;24800;769,166666666667;"no"
0;1;10;725,925925925926;2;2814,81481481481;2;0,333333333333333;6;5,5;0,5;0;8;2;5;4;0;4;11;1;1;3;0;3300;1939;22300;0;426,740740740741;25600;824,666666666667;"si"
2;11;2;3058,82352941176;0;891,176470588235;7;3,5;2;1;10;2;1,66666666666667;4;0,5;16;8;0,75;6;0;4;1;3;878;350;23400;0;924,588235294118;24300;498,882352941176;"no"
0;3;10;834,285714285714;2;2680;2;0,666666666666667;15;10;1,25;0;3,5;1;10;5;2,5;17;18;2;2;3;1;-1800;-924;24100;2;694,514285714286;22300;1813,17142857143;"si"
2;10;3;3096,55172413793;0;413,793103448276;6;16;2;1,75;4;1;0,833333333333333;3,66666666666667;1,5;20;6;1,5;10;0;4;0;2;-700;-297;26000;0;852,48275862069;25300;493,724137931034;"no"
0;2;10;857,575757575758;2;2572,72727272727;6;1,66666666666667;11;10;1,33333333333333;0;14;0,666666666666667;5,5;6;1,5;7;15;1;2;3;0;-307;-3053;25300;0;754,363636363636;25000;1357,39393939394;"si"
2;11;2;3120,68965517241;0;931,034482758621;7,5;7;1,6;2,25;2,33333333333333;2;5;7,5;0,444444444444444;22;5;1,25;11;0;3;0;1;-1100;-1839;27700;1;815,413793103448;26600;754,103448275862;"no"
0;5;11;1117,85714285714;2;2942,85714285714;0,333333333333333;0,666666666666667;3,5;12;1;0;13;1;11;3;0,666666666666667;10;14;1;2;2;0;1400;-1794;24000;1;969,285714285714;25400;778,178571428571;"si"
1;10;0;2828,125;0;937,5;5;3;1;0,666666666666667;10;1;1;5;1;12;7;0,5;4;0;3;2;3;-3300;-2541;26000;0;916,65625;22700;441,125;"no"
0;1;8;829,032258064516;1;2709,67741935484;1;1,75;6,5;7;0,75;0;10;0,5;10,5;9;1,25;11;25;1;3;2;0;1400;85;23000;1;765,387096774194;24400;1440,61290322581;"si"
2;10;7;2328,94736842105;0;1278,94736842105;6;7,5;0,6;1;11;2;3,5;7;7;17;14;1;8;0;3;3;3;3600;-740;23300;1;1770,15789473684;26900;642,289473684211;"no"
0;6;9;1340;1;2357,14285714286;3;1,5;3,5;5;1;1;11;2,5;8;6;1;12;14;1;2;2;0;3400;1940;22100;2;594,828571428571;25500;1044,71428571429;"si"
2;10;2;3112,5;0;800;15;13;0,8;1,66666666666667;10;2;1,33333333333333;5,5;1;18;12;0,25;6;0;4;1;3;128;-2143;24200;0;1119,15625;24300;828,625;"no"
1;6;11;1461,76470588235;3;2888,23529411765;2,5;1,66666666666667;11;3;0,666666666666667;0;5,5;2;5;7;6;9;12;1;2;3;0;-1300;-1687;24700;2;441,647058823529;23400;1118,64705882353;"si"
1;7;4;2068,42105263158;0;1718,42105263158;5,66666666666667;16;2,75;5;7,5;0;0,833333333333333;3;2;20;3,4;3;15;1;5;1;2;1000;552;22700;1;1765,94736842105;23700;1288;"no"
0;0;11;512,5;3;2862,5;2;0,5;6;8;0,4;0;7;1;6;2;1;8;11;1;1;4;0;1600;1311;22700;0;687,625;24300;747,875;"si"
0;3;7;1548,27586206897;1;2603,44827586207;3,5;2,25;3,5;1;3;1;3;7;6;14;2,5;3;14;0;1;3;2;-505;1207;25000;3;933,965517241379;24500;602,896551724138;"si"
1;10;1;2565,51724137931;0;906,896551724138;14;12;0;0;13;1;0;15;0;16;13;0;0;0;4;1;3;-1300;-2313;23900;0;1406,51724137931;22600;528,896551724138;"no"
1;8;1;2244,73684210526;0;700;15;11;1;1,5;4;1;0,5;3,33333333333333;0,8;17;9;0,333333333333333;6;0;3;1;2;-168;-341;24900;0;856,421052631579;24700;629,342105263158;"no"
0;4;9;860;1;2382,85714285714;3;1,5;9;6;0,8;1;20;0,857142857142857;19;9;2,33333333333333;7;21;0;0;4;1;808;-295;21100;3;757,914285714286;21900;2032,74285714286;"si"
1;8;3;1972,41379310345;0;1403,44827586207;17;13;2;2;7;1;1,75;2;2,33333333333333;18;3,33333333333333;1,5;8;0;4;0;2;310;-1468;24200;0;1139;24500;721,379310344828;"no"
0;4;10;1096,55172413793;2;2731,03448275862;0;0;7;7;0,25;0;8;0;9;1;0,5;5;10;1;0;4;0;2000;2500;21700;1;451,310344827586;23700;1035,86206896552;"si"
2;10;3;2529,54545454545;0;1134,09090909091;4,5;1,25;4,33333333333333;2,6;2,16666666666667;2;4;12;3,33333333333333;15;3;4;15;0;4;2;0;-1300;-965;24800;2;724,886363636364;23500;1451,18181818182;"no"
1;10;7;2360;1;1622,5;13;4,33333333333333;3,5;2;14;1;0,8;6,5;1,66666666666667;17;14;1;7;1;3;2;3;781;-1107;23400;1;906,8;24200;683,55;"no"
1;8;1;2938,09523809524;0;547,619047619048;11;11;0,5;0,333333333333333;6;1;0;12;0,25;14;6;1;1;0;3;0;1;-4800;-3815;26400;0;779,761904761905;21600;463,428571428571;"no"
0;4;10;1233,33333333333;3;2281,81818181818;1,4;0,8;7;15;1;0;8;1,2;17;7;2,5;13;21;1;2;3;2;3000;639;23900;4;632,151515151515;26900;1068,57575757576;"si"
1;8;1;2373,91304347826;0;691,304347826087;6;10;0;1;14;0;0;9;0;15;10;0,5;1;0;3;0;2;-5500;-5219;26900;0;1106,30434782609;21400;657;"no"
1;9;3;2594,28571428571;0;1031,42857142857;9;7;0,5;0,75;4,5;2;1;9;0;13;5;0,333333333333333;3;0;2;2;2;-2300;-1375;25100;0;784,828571428571;22800;551,828571428571;"no"
0;2;10;1074,28571428571;1;3145,71428571429;1,5;1;9;3;1;0;7;1,5;5;4;0,5;5;13;1;3;3;0;3600;1929;22500;1;490,914285714286;26100;783,742857142857;"si"
2;9;3;2260;0;883,333333333333;8;5,33333333333333;0,5;1,33333333333333;16;1;0,666666666666667;11;2,33333333333333;23;15;1;8;0;4;0;2;722;-786;24300;1;1208,46666666667;25000;544,033333333333;"no"
0;1;9;590;1;2580;0,666666666666667;1,66666666666667;5;2,33333333333333;4;0;11;0,75;13;5;0,166666666666667;8;17;0;1;1;0;3900;3859;22100;2;365,85;26300;661,9;"si"
0;2;8;1229,72972972973;1;1678,37837837838;1,5;2;13;4,5;0,4;0;7;1,33333333333333;11;4;0,5;7;15;0;2;3;0;411;1882;23400;2;586,108108108108;23800;709,540540540541;"si"
1;8;7;2190,32258064516;2;1732,25806451613;14;4;3,5;2,66666666666667;13;1;1,16666666666667;3;3,5;17;4;2;10;0;3;2;0;253;72;24700;0;1955,58064516129;25000;505,322580645161;"no"
5;11;4;3040;0;1022,85714285714;10;3;2,66666666666667;8;3,33333333333333;2;1;10;2,5;14;5;1,25;9;0;4;1;2;301;138;23700;0;1028,08571428571;24000;629,6;"no"
3;10;5;2466,66666666667;0;1195,2380952381;12;9;0;0;8;1;0,333333333333333;12;2;15;13;0,333333333333333;2;1;4;2;3;-2300;-985;25100;0;936,619047619048;22800;751,666666666667;"no"
0;5;7;1761,53846153846;1;2243,58974358974;3,25;2,75;2,8;5;2,6;1;4,5;3,25;9;18;3,66666666666667;3;20;0;3;3;2;-953;-2275;24100;2;679,666666666667;23100;1019,87179487179;"si"
0;2;11;1238,09523809524;4;2304,7619047619;4;0,8;9;9;2;1;10;2;8;5;1,25;2,66666666666667;14;1;2;4;0;2300;192;21300;1;848,238095238095;23600;1077;"si"
0;5;9;2002;2;2118;6;3,5;4;1,33333333333333;2,66666666666667;2;8;2,5;4;10;2;2;9;2;4;4;0;1500;1304;22700;0;958,84;24200;756,12;"si"
0;3;8;1402,94117647059;1;2108,82352941176;1,5;8;12;2,75;0,5;0;2,83333333333333;3,33333333333333;21;14;2,33333333333333;4,33333333333333;21;1;2;3;0;-2500;-582;24900;1;784,911764705882;22400;1210,94117647059;"si"
1;7;3;2300;0;1388,46153846154;6,5;15;0,666666666666667;2,5;12;1;0,5;6;2;16;12;0,6;6;0;3;1;2;171;-1270;24600;1;485,615384615385;24800;627,576923076923;"no"
2;10;2;2408,33333333333;0;1150;15;15;2;0,333333333333333;13;1;0,4;16;0,666666666666667;16;8;0,5;2;0;1;2;4;-2100;-2173;25500;0;1259,66666666667;23400;977,541666666667;"no"
2;10;4;2275,75757575758;0;1712,12121212121;5,66666666666667;7;2;4;12;1;1,5;6,33333333333333;4,5;21;7;0,571428571428571;10;0;2;3;3;-1200;618;26600;1;1227,57575757576;25400;1445,78787878788;"no"
0;5;10;1623,33333333333;1;2483,33333333333;1,6;2;8;7,5;2,5;0;11;1,8;4,75;11;0,666666666666667;5;23;1;0;4;0;-1000;-316;24500;6;635,333333333333;23500;1153,3;"si"
0;5;7;1476,92307692308;1;2030,76923076923;1;2,66666666666667;2,25;4;3;0;13;1,33333333333333;12;8;1;7;16;1;2;2;0;447;569;25100;3;569,615384615385;25500;1279,11538461538;"si"
0;2;11;634,48275862069;3;2889,62068965517;1;3;4,5;18;1;0;2,75;1,75;13;12;1,4;2;21;1;0;4;0;2200;681;24600;2;599,896551724138;26800;777,655172413793;"si"
0;4;10;809,375;0;2790,625;4,33333333333333;0,75;4,25;4,66666666666667;1,8;0;5,5;1,85714285714286;18;17;1,6;1,8;28;0;0;4;0;451;218;23000;0;824,025641025641;26800;996,48275862069;"si"
4;11;4;2737,5;0;978,125;8,5;2,75;1,5;1,6;8,5;2;1,8;17;4,5;21;6,5;1,33333333333333;11;0;3;2;1;-594;529;23700;1;1734,90625;23100;803,8125;"no"
1;8;8;2412,19512195122;2;1929,26829268293;3,8;6;3,75;2,66666666666667;3,4;1;2,33333333333333;5,33333333333333;6;23;3;2,75;20;2;3;2;4;-2300;-1127;27200;2;980,341463414634;24900;1005,73170731707;"no"
0;5;10;1525;1;2540;1,42857142857143;3,5;16;14;1,5;0;2,33333333333333;1,14285714285714;15;11;1;5;24;2;4;2;0;1600;1433;23600;3;757,45;25200;745,275;"si"
1;8;2;2525;0;1096,875;8;12;1,8;3,33333333333333;3,25;2;0,857142857142857;7,5;9;20;2,5;1,25;13;0;1;3;3;-642;-165;24700;1;1409,5625;24100;694,5625;"no"
0;2;10;806,896551724138;2;2779,31034482759;0;1;7;6;0,333333333333333;0;8;0;4;2;0,5;5;10;1;1;3;0;1400;819;23000;1;624,793103448276;24400;1367;"si"
1;9;3;2396,66666666667;0;1373,33333333333;6;17;1,57142857142857;1,5;2,8;2;1,5;4,25;2,66666666666667;27;8;0,571428571428571;15;0;4;1;2;59;-331;24200;1;780,933333333333;24500;625,366666666667;"no"
1;9;4;2680,64516129032;0;661,290322580645;23;25;1,28571428571429;1,25;5;0;1,42857142857143;6,5;1;31;4;1,5;13;1;4;0;2;-5200;-2051;29100;0;696,870967741935;23900;654,225806451613;"no"
2;9;2;3077,14285714286;0;885,714285714286;10;7;2;0,5;4;1;0,333333333333333;10;0,25;10;9;1;2;0;5;0;0;-1800;-401;24900;1;1283,42857142857;23100;815,8;"no"
2;10;1;3260,71428571429;0;475;3;6;0;0;3;1;0;5;0;9;5;0;0;0;4;0;1;-4700;-3628;26600;0;991,357142857143;21900;748,714285714286;"no"
2;10;3;2579,06976744186;0;1300;6,5;12;2;2;4,33333333333333;2;1,2;2,33333333333333;2,66666666666667;19;11;2;10;0;4;3;0;-2300;-2485;25100;1;1220,86046511628;22800;970,348837209302;"no"
1;9;1;1967,85714285714;0;1607,14285714286;22;23;0,285714285714286;0,25;11;1;0;21;0,2;30;20;0,166666666666667;3;0;3;1;3;-1600;-2539;24500;0;915;22900;618,035714285714;"no"
0;4;10;727,586206896552;2;3686,20689655172;0;0,5;7;11;1;0;13;0;13;2;0,2;9;16;2;0;4;0;2100;93;24200;0;442,655172413793;26300;1111,51724137931;"si"
0;2;9;1502,94117647059;1;2258,82352941176;0,75;1,33333333333333;6;12;5;0;3,5;1,5;3,5;6;0,333333333333333;8;13;1;3;2;1;1500;978;23500;2;675,382352941176;25000;1099,76470588235;"si"
6;11;3;2445,94594594595;0;1521,62162162162;12;3,33333333333333;2,5;2;8;2;1,33333333333333;2,5;2,66666666666667;16;13;1,75;8;0;3;2;0;-2200;-1563;25400;1;833,891891891892;23200;1291,59459459459;"no"
1;8;3;2112,5;0;1260;10;3,66666666666667;4;1,5;8;1;6;4;1,25;14;4;2,33333333333333;9;0;3;3;0;1700;1604;22000;1;871,425;23700;676,45;"no"
0;0;7;466,666666666667;1;2740,74074074074;1;0,25;7;11;0,25;0;9;1;10;1;0,25;9;14;0;0;4;0;3500;4495;21500;2;952,407407407407;25000;2424,7037037037;"si"
0;1;11;1028,57142857143;3;2735,71428571429;0,5;0,75;13;3,66666666666667;0,5;0;17;3;11;6;1;18;19;1;2;2;1;1500;858;23400;2;974,107142857143;24900;1332,67857142857;"si"
1;9;7;2774,41860465116;2;1832,55813953488;18;22;0,666666666666667;0,454545454545455;16;2;3;7,33333333333333;0,333333333333333;29;7;1,25;6;1;4;2;1;-3200;-932;27500;1;1196,20930232558;24300;1297,04651162791;"no"
0;4;11;1738,23529411765;3;2347,05882352941;3,66666666666667;1;4;4,5;4;0;5,5;3,66666666666667;1,5;14;8;1,6;13;2;3;2;3;-2900;-2178;25600;1;1026,97058823529;22700;2060,17647058824;"si"
4;11;5;2925,71428571429;0;1060;7;19;2,16666666666667;2,2;2,16666666666667;2;1;2,57142857142857;3;27;16;1,83333333333333;17;0;3;2;4;562;827;26400;1;1548,71428571429;27000;1027,28571428571;"no"
0;3;11;773,529411764706;2;2223,52941176471;1,71428571428571;1,4;22;7;4,33333333333333;0;6,33333333333333;1,14285714285714;2,66666666666667;17;2;4,25;28;1;2;3;0;4600;1072;22200;2;1331,02941176471;26800;1182,58823529412;"si"
1;8;8;2767,5;1;1740;7;12;5;1,8;3,33333333333333;1;2,5;2,5;2,25;20;1,16666666666667;1,2;15;1;5;1;1;-2300;-978;24900;2;563,1;22600;1035,575;"no"
2;10;4;2264;0;1984;4;2,2;1;3,33333333333333;12;1;2;8;0,75;16;5;1,66666666666667;11;0;2;1;2;4800;610;23800;1;1129,8;28600;507,32;"no"
0;1;10;440,740740740741;2;3074,07407407407;3,33333333333333;2;13;13;3;0;2,75;2,66666666666667;3;12;0,833333333333333;3,33333333333333;17;1;1;3;0;1500;-1519;24100;2;568,666666666667;25600;732,444444444444;"si"
0;3;7;1273,33333333333;1;2086,66666666667;1,5;1,75;3,75;9;1,42857142857143;0;8;1,16666666666667;5,66666666666667;13;0,75;6,5;25;1;3;2;2;98;1575;24400;2;689,133333333333;25000;861,566666666667;"si"
2;9;1;2679,41176470588;0;714,705882352941;1,66666666666667;7;4;1;4;1;1;4;1,5;13;11;0,4;5;0;5;0;1;-1300;-877;24000;0;722,764705882353;22700;616;"no"
1;6;3;2002,85714285714;0;1137,14285714286;6,5;3,25;0,75;1;18;0;1;5;1;20;16;1,8;10;0;4;2;2;-1100;-596;24000;0;1062,6;22900;820,828571428571;"no"
0;5;7;1632,55813953488;1;2576,74418604651;17;5,5;3;1,5;4;1;2,75;3;2,5;17;2,66666666666667;3,5;14;2;4;2;2;3200;1881;22800;0;582,674418604651;26000;851,116279069767;"si"
3;11;0;2905,40540540541;0;772,972972972973;6;2,8;2;1,57142857142857;5;2;3,5;1,8;2,8;25;3,33333333333333;3,33333333333333;19;0;4;2;1;-4100;-994;26600;1;1114,45945945946;22500;999,378378378378;"no"
0;3;8;1548,57142857143;2;1345,71428571429;1,5;0,833333333333333;5,5;6,33333333333333;4,5;0;7,5;2;7,5;9;1;8;20;0;4;2;0;-2;810;24100;0;748,628571428571;25000;1110,22857142857;"si"
2;10;2;2858,82352941176;0;1105,88235294118;16;15;3,5;2;12;2;1;6,5;0,4;19;5;1,75;7;0;3;3;1;-165;82;25100;0;1165,08823529412;24900;465,441176470588;"no"
0;4;9;803,333333333333;2;3046,66666666667;7;1;10;6,5;2,5;0;5;2;13;8;0,4;5;17;1;1;4;1;-238;-1375;24300;2;1136,73333333333;24100;1851,66666666667;"si"
0;3;9;931,428571428571;2;2140;1;1,33333333333333;16;16;1,66666666666667;0;19;1,25;6;5;0,8;8,5;20;1;2;3;1;-29;920;22800;1;631,457142857143;22800;1066,14285714286;"si"
0;2;8;1413,33333333333;1;2366,66666666667;1,75;4;15;7,5;2;0;4,66666666666667;1,14285714285714;18;10;0,714285714285714;4,66666666666667;24;1;3;2;0;98;1875;25300;2;706,366666666667;25400;779;"si"
0;2;10;962,857142857143;2;2477,14285714286;3;1,6;13;10;1;0;2;1,75;6;9;1,66666666666667;3,33333333333333;19;1;3;3;0;1900;57;22900;1;721,828571428571;24800;846,142857142857;"si"
2;9;7;2891,28260869565;1;1776,08695652174;7;6;7;4;3;1;2,25;4;9;9;1,5;8;10;0;3;5;1;73;-2014;24700;2;776,826086956522;24800;463,847826086957;"si"
0;0;11;750;3;3273,33333333333;0;0,5;11;9;0,2;0;9;0,333333333333333;10;2;0,666666666666667;4,5;15;1;1;4;0;3400;1569;21700;1;476,133333333333;25100;901,266666666667;"si"
0;3;11;1353,65853658537;5;2392,68292682927;1;2,5;8;4;3,5;0;4;7;4,5;8;5;5;10;2;2;4;1;872;-1386;23400;1;1033,70731707317;24300;1295,26829268293;"si"
0;2;10;852,941176470588;3;2823,52941176471;6;0,285714285714286;7;14;0,6;0;15;0,571428571428571;9;9;0,8;4;25;1;2;3;0;1400;232;25300;1;655,117647058824;26700;980;"si"
0;1;10;1329,41176470588;1;2179,41176470588;1;2;13;7,5;1,33333333333333;0;11;1;14;5;1,33333333333333;5;17;1;2;3;1;1100;-772;22700;3;775,382352941176;23800;1462,94117647059;"si"
1;7;9;2207,89473684211;2;1781,57894736842;14;4;1,5;1,2;16;1;0,666666666666667;16;0,8;21;6;4;8;0;4;2;2;-1200;-2824;25600;1;1349,26315789474;24400;842,710526315789;"no"
0;0;11;424,242424242424;2;3003,0303030303;2;2;2,5;2;5;0;10;0,75;10;5;1,5;6;10;1;1;4;0;2800;347;23100;0;707,787878787879;25900;1011,90909090909;"si"
0;6;9;2021,42857142857;1;2628,57142857143;5;7;4;1;2,5;0;3;4;1,5;7;6;1;4;1;0;5;1;-1800;-108;26200;0;670,5;24400;616,714285714286;"si"
0;4;10;1391,42857142857;2;2294,28571428571;4;0,5;10;11;3;0;8;0,6;14;5;2;3,5;15;1;1;4;0;1200;1263;22800;2;647,657142857143;24000;1459,77142857143;"si"
0;0;11;225;3;3078,57142857143;3;1;12;5,5;0,666666666666667;0;12;0,75;8;4;0;11;14;1;0;4;0;5900;2496;21600;2;375,107142857143;27500;708,035714285714;"si"
1;6;4;2318,51851851852;0;1496,2962962963;11;4;1,75;1,33333333333333;7;1;0,8;5;2;17;2,5;0,75;9;0;3;1;0;179;-1727;25200;0;1347,92592592593;25400;471,259259259259;"no"
0;1;10;811,111111111111;2;2522,22222222222;0,666666666666667;1,5;5;4;2;0;7;1;10;4;1,33333333333333;3;12;1;2;1;1;4700;1386;22500;0;691,888888888889;27200;1088,77777777778;"si"
0;2;10;1721,42857142857;2;2445,2380952381;1,8;2,6;3,33333333333333;3;8;0;1;16;5;17;4,5;9;15;3;4;3;2;-33;-832;23900;2;1599,78571428571;23900;1023,90476190476;"si"
2;9;1;2593,54838709677;0;1487,09677419355;10;3,66666666666667;0,666666666666667;2;13;0;0,166666666666667;3,33333333333333;1;22;14;1;7;0;5;0;2;-3300;-1812;27200;0;989,903225806452;23900;839,193548387097;"no"
0;2;9;907,142857142857;1;2607,14285714286;3;1,6;6,33333333333333;4,33333333333333;1,16666666666667;0;9;2,66666666666667;14;9;1;14;20;1;1;4;0;-1800;-546;25100;3;620,321428571429;23300;1186,82142857143;"si"
